image_id,file_name,relative_path,classification_status,evaluation_state,hazard_density,latency,register_40001_coil,actuation_status
IMG-1604,632.jpg,photos/train/unsafe/632.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1436,0.82 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1605,633.jpg,photos/train/unsafe/633.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0623,0.69 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1606,634.jpg,photos/train/unsafe/634.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3696,0.58 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1607,635.jpg,photos/train/unsafe/635.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0605,0.79 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1608,636.jpg,photos/train/unsafe/636.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4131,0.57 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1609,637.jpg,photos/train/unsafe/637.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1160,0.74 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1610,638.jpg,photos/train/unsafe/638.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3293,0.71 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1611,639.jpg,photos/train/unsafe/639.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0154,1.07 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1612,64.jpg,photos/train/unsafe/64.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3726,0.48 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1613,640.jpg,photos/train/unsafe/640.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0452,0.57 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1614,641.jpg,photos/train/unsafe/641.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2881,0.78 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1615,642.jpg,photos/train/unsafe/642.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.8206,0.50 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1616,643.jpg,photos/train/unsafe/643.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3801,0.49 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1617,644.jpg,photos/train/unsafe/644.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4976,0.49 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1618,645.jpg,photos/train/unsafe/645.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3940,1.03 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1619,646.jpg,photos/train/unsafe/646.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0818,0.71 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1620,647.jpg,photos/train/unsafe/647.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7454,1.16 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1621,648.jpg,photos/train/unsafe/648.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1135,0.56 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1622,649.jpg,photos/train/unsafe/649.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3096,0.56 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1623,65.jpg,photos/train/unsafe/65.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.9141,0.77 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1624,650.jpg,photos/train/unsafe/650.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3298,0.86 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1625,651.jpg,photos/train/unsafe/651.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.8293,0.84 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1626,652.jpg,photos/train/unsafe/652.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4187,0.96 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1627,653.jpg,photos/train/unsafe/653.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2351,0.60 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1628,654.jpg,photos/train/unsafe/654.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.9092,1.14 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1629,655.jpg,photos/train/unsafe/655.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1711,0.94 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1630,656.jpg,photos/train/unsafe/656.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4817,0.48 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1631,657.jpg,photos/train/unsafe/657.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7476,0.60 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1632,658.jpg,photos/train/unsafe/658.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0110,0.70 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1633,659.jpg,photos/train/unsafe/659.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1511,1.46 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1634,66.jpg,photos/train/unsafe/66.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.9934,0.83 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1635,660.jpg,photos/train/unsafe/660.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1628,1.20 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1636,661.jpg,photos/train/unsafe/661.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2524,0.73 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1637,662.jpg,photos/train/unsafe/662.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3455,0.48 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1638,663.jpg,photos/train/unsafe/663.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2573,0.64 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1639,664.jpg,photos/train/unsafe/664.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0020,0.81 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1640,665.jpg,photos/train/unsafe/665.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6497,1.01 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1641,666.jpg,photos/train/unsafe/666.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2891,0.48 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1642,667.jpg,photos/train/unsafe/667.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2024,0.88 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1643,668.jpg,photos/train/unsafe/668.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4338,1.01 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1644,669.jpg,photos/train/unsafe/669.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4119,0.47 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1645,67.jpg,photos/train/unsafe/67.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1902,0.99 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1646,670.jpg,photos/train/unsafe/670.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1274,0.79 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1647,671.jpg,photos/train/unsafe/671.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3701,0.48 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1648,672.jpg,photos/train/unsafe/672.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4153,1.51 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1649,673.jpg,photos/train/unsafe/673.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1089,0.60 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1650,674.jpg,photos/train/unsafe/674.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4973,0.47 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1651,675.jpg,photos/train/unsafe/675.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3328,0.59 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1652,676.jpg,photos/train/unsafe/676.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1809,0.81 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1653,677.jpg,photos/train/unsafe/677.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4309,1.29 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1654,678.jpg,photos/train/unsafe/678.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.9949,0.69 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1655,679.jpg,photos/train/unsafe/679.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3333,0.70 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1656,68.jpg,photos/train/unsafe/68.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3076,0.68 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1657,680.jpg,photos/train/unsafe/680.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2834,0.63 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1658,681.jpg,photos/train/unsafe/681.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3037,0.57 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1659,682.jpg,photos/train/unsafe/682.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1223,0.72 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1660,683.jpg,photos/train/unsafe/683.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2432,0.58 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1661,684.jpg,photos/train/unsafe/684.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0410,0.64 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1662,685.jpg,photos/train/unsafe/685.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0881,0.81 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1663,686.jpg,photos/train/unsafe/686.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1909,0.47 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1664,687.jpg,photos/train/unsafe/687.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5261,0.81 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1665,688.jpg,photos/train/unsafe/688.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.9978,0.60 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1666,689.jpg,photos/train/unsafe/689.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0376,0.47 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1667,69.jpg,photos/train/unsafe/69.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0720,0.51 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1668,690.jpg,photos/train/unsafe/690.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1316,0.86 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1669,691.jpg,photos/train/unsafe/691.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),1.0000,0.73 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1670,692.jpg,photos/train/unsafe/692.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3589,0.93 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1671,693.jpg,photos/train/unsafe/693.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4375,0.83 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1672,694.jpg,photos/train/unsafe/694.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7217,0.61 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1673,695.jpg,photos/train/unsafe/695.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0295,0.48 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1674,696.jpg,photos/train/unsafe/696.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1345,0.62 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1675,697.jpg,photos/train/unsafe/697.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7991,0.58 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1676,698.jpg,photos/train/unsafe/698.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.8848,0.61 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1677,699.jpg,photos/train/unsafe/699.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0757,0.47 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1678,7.jpg,photos/train/unsafe/7.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7058,0.95 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1679,70.jpg,photos/train/unsafe/70.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7561,0.57 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1680,700.jpg,photos/train/unsafe/700.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.8923,0.47 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1681,701.jpg,photos/train/unsafe/701.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5378,0.49 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1682,702.jpg,photos/train/unsafe/702.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7083,0.59 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1683,703.jpg,photos/train/unsafe/703.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6213,0.51 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1684,704.jpg,photos/train/unsafe/704.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6741,0.63 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1685,705.jpg,photos/train/unsafe/705.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0918,0.48 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1686,706.jpg,photos/train/unsafe/706.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0974,0.70 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1687,707.jpg,photos/train/unsafe/707.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6941,0.64 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1688,708.jpg,photos/train/unsafe/708.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2976,0.57 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1689,709.jpg,photos/train/unsafe/709.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3911,0.58 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1690,71.jpg,photos/train/unsafe/71.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0757,0.54 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1691,710.jpg,photos/train/unsafe/710.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0759,0.61 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1692,711.jpg,photos/train/unsafe/711.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5186,0.75 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1693,712.jpg,photos/train/unsafe/712.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4192,0.49 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1694,713.jpg,photos/train/unsafe/713.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.8704,1.41 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1695,714.jpg,photos/train/unsafe/714.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3787,0.67 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1696,715.jpg,photos/train/unsafe/715.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0737,0.47 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1697,716.jpg,photos/train/unsafe/716.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4084,0.92 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1698,717.jpg,photos/train/unsafe/717.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6750,0.52 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1699,718.jpg,photos/train/unsafe/718.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0288,0.63 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1700,719.jpg,photos/train/unsafe/719.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0498,1.03 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1701,72.jpg,photos/train/unsafe/72.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.9392,0.61 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1702,720.jpg,photos/train/unsafe/720.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7363,0.80 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1703,721.jpg,photos/train/unsafe/721.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0923,0.53 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1704,722.jpg,photos/train/unsafe/722.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3008,0.69 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1705,723.jpg,photos/train/unsafe/723.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3547,1.08 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1706,724.jpg,photos/train/unsafe/724.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0547,0.59 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1707,725.jpg,photos/train/unsafe/725.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.9624,0.88 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1708,726.jpg,photos/train/unsafe/726.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0588,0.48 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1709,727.jpg,photos/train/unsafe/727.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5396,0.56 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1710,728.jpg,photos/train/unsafe/728.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1143,0.66 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1711,729.jpg,photos/train/unsafe/729.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2180,0.62 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1712,73.jpg,photos/train/unsafe/73.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3000,0.71 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1713,730.jpg,photos/train/unsafe/730.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0562,0.56 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1714,731.jpg,photos/train/unsafe/731.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0493,0.46 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1715,732.jpg,photos/train/unsafe/732.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2944,0.84 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1716,733.jpg,photos/train/unsafe/733.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4634,0.84 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1717,734.jpg,photos/train/unsafe/734.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2319,0.53 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1718,735.jpg,photos/train/unsafe/735.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6465,1.82 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1719,736.jpg,photos/train/unsafe/736.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1309,0.53 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1720,737.jpg,photos/train/unsafe/737.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1069,0.61 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1721,738.jpg,photos/train/unsafe/738.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5698,0.48 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1722,739.jpg,photos/train/unsafe/739.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2234,0.46 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1723,74.jpg,photos/train/unsafe/74.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3523,0.46 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1724,740.jpg,photos/train/unsafe/740.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0164,0.94 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1725,741.jpg,photos/train/unsafe/741.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4353,0.55 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1726,742.jpg,photos/train/unsafe/742.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0852,0.54 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1727,743.jpg,photos/train/unsafe/743.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4141,0.55 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1728,744.jpg,photos/train/unsafe/744.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3865,0.54 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1729,745.jpg,photos/train/unsafe/745.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7195,0.65 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1730,746.jpg,photos/train/unsafe/746.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3384,0.46 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1731,747.jpg,photos/train/unsafe/747.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1997,0.78 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1732,748.jpg,photos/train/unsafe/748.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0425,0.45 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1733,749.jpg,photos/train/unsafe/749.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2734,0.50 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1734,75.jpg,photos/train/unsafe/75.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0969,0.53 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1735,750.jpg,photos/train/unsafe/750.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2139,0.47 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1736,751.jpg,photos/train/unsafe/751.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1492,0.54 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1737,752.jpg,photos/train/unsafe/752.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1423,1.18 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-1738,753.jpg,photos/train/unsafe/753.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2336,0.86 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
